dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_description
2018-01-22 07:00:00 +0000 UTC,279.63,277.15,284.15,1019,100,1,0,75,broken clouds
2018-01-22 08:00:00 +0000 UTC,279.63,277.15,284.15,1019,93,2,187,1,sky is clear
2018-01-22 09:00:00 +0000 UTC,279.24,277.15,282.15,1019,93,2,187,75,broken clouds
2018-01-22 10:00:00 +0000 UTC,279.28,277.15,283.15,1019,93,2,187,90,overcast clouds
2018-01-22 11:00:00 +0000 UTC,279.27,277.15,283.15,1019,100,2,172,90,overcast clouds
2018-01-22 12:00:00 +0000 UTC,278.95,276.15,283.15,1018,93,2,172,75,broken clouds
2018-01-22 13:00:00 +0000 UTC,279.3,276.15,284.15,1018,93,2,172,90,overcast clouds
2018-01-22 14:00:00 +0000 UTC,279.76,277.15,284.15,1019,93,2,178,1,sky is clear
2018-01-22 15:00:00 +0000 UTC,280.88,279.15,283.15,1018,87,2,30,90,overcast clouds
2018-01-22 16:00:00 +0000 UTC,282.57,281.15,285.15,1017,87,2,178,90,overcast clouds
2018-01-22 17:00:00 +0000 UTC,286.16,285.15,287.15,1017,66,2,330,90,overcast clouds
2018-01-22 18:00:00 +0000 UTC,286.7,283.15,289.15,1015,55,4,190,75,broken clouds
2018-01-22 19:00:00 +0000 UTC,286.68,283.15,291.15,1013,52,5,190,90,light rain
2018-01-22 19:00:00 +0000 UTC,286.68,283.15,291.15,1013,52,5,190,90,mist
2018-01-22 20:00:00 +0000 UTC,284.74,283.15,287.15,1013,87,3,170,90,light rain
2018-01-22 20:00:00 +0000 UTC,284.74,283.15,287.15,1013,87,3,170,90,mist
2018-01-22 21:00:00 +0000 UTC,284.63,282.15,288.15,1011,82,4,160,90,light rain
2018-01-22 21:00:00 +0000 UTC,284.63,282.15,288.15,1011,82,4,160,90,mist
2018-01-22 21:00:00 +0000 UTC,284.63,282.15,288.15,1011,82,4,160,90,fog
2018-01-22 22:00:00 +0000 UTC,286.41,284.15,288.15,1011,100,4,210,90,fog
2018-01-22 23:00:00 +0000 UTC,286.37,284.15,289.15,1010,72,2,210,90,fog
2018-01-23 00:00:00 +0000 UTC,287.86,286.15,289.15,1010,93,5,200,90,mist
2018-01-23 01:00:00 +0000 UTC,285.47,284.15,286.15,1009,87,4,210,40,mist
2018-01-23 02:00:00 +0000 UTC,286.09,284.15,288.15,1009,77,3,180,20,light rain
2018-01-23 02:00:00 +0000 UTC,286.09,284.15,288.15,1009,77,3,180,20,mist
2018-01-23 03:00:00 +0000 UTC,286.24,283.15,289.15,1008,72,6,220,75,mist
2018-01-23 04:00:00 +0000 UTC,286.06,283.15,289.15,1007,72,7,220,20,mist
2018-01-23 05:00:00 +0000 UTC,285.1,282.15,287.15,1007,87,6,230,40,light rain
2018-01-23 05:00:00 +0000 UTC,285.1,282.15,287.15,1007,87,6,230,40,fog
2018-01-23 06:00:00 +0000 UTC,286.32,284.15,289.15,1007,77,13,230,90,light rain
2018-01-23 06:00:00 +0000 UTC,286.32,284.15,289.15,1007,77,13,230,90,mist
2018-01-23 07:00:00 +0000 UTC,285.48,284.15,287.15,1007,76,13,230,75,broken clouds
2018-01-23 08:00:00 +0000 UTC,284.38,282.15,287.15,1008,71,10,220,90,overcast clouds
2018-01-23 09:00:00 +0000 UTC,282.38,280.15,285.15,1009,54,7,270,75,broken clouds
2018-01-23 10:00:00 +0000 UTC,281.04,280.15,282.15,1009,66,5,250,75,broken clouds
2018-01-23 11:00:00 +0000 UTC,280.04,279.15,281.15,1010,61,6,240,20,few clouds
2018-01-23 12:00:00 +0000 UTC,279.04,278.15,280.15,1012,56,8,240,1,sky is clear
2018-01-23 13:00:00 +0000 UTC,277.49,276.15,279.15,1013,56,8,250,20,few clouds
2018-01-23 14:00:00 +0000 UTC,279.04,278.15,280.15,1014,56,7,230,20,few clouds
2018-01-23 15:00:00 +0000 UTC,279.49,278.15,281.15,1014,52,6,230,40,scattered clouds
2018-01-23 16:00:00 +0000 UTC,280.49,279.15,282.15,1015,49,8,240,75,broken clouds
2018-01-23 17:00:00 +0000 UTC,281.04,280.15,282.15,1015,49,6,240,75,broken clouds
2018-01-23 18:00:00 +0000 UTC,281.76,280.15,283.15,1014,46,6,240,75,broken clouds
2018-01-23 19:00:00 +0000 UTC,282.76,281.15,284.15,1014,43,7,240,75,broken clouds
2018-01-23 20:00:00 +0000 UTC,282.09,280.15,283.15,1014,46,6,260,75,broken clouds
2018-01-23 21:00:00 +0000 UTC,281.09,279.15,282.15,1015,49,6,250,75,broken clouds
2018-01-23 22:00:00 +0000 UTC,281.09,279.15,282.15,1016,49,6,250,90,overcast clouds
2018-01-23 23:00:00 +0000 UTC,280.09,278.15,281.15,1017,52,7,270,90,overcast clouds
2018-01-24 00:00:00 +0000 UTC,279.09,277.15,280.15,1018,56,5,260,90,overcast clouds
2018-01-24 01:00:00 +0000 UTC,279.09,277.15,280.15,1019,56,4,260,75,broken clouds
2018-01-24 02:00:00 +0000 UTC,278.09,276.15,279.15,1020,60,5,270,90,overcast clouds
2018-01-24 03:00:00 +0000 UTC,278.09,276.15,279.15,1021,56,4,270,90,overcast clouds
2018-01-24 04:00:00 +0000 UTC,277.44,276.15,278.15,1021,65,4,250,90,overcast clouds
2018-01-24 05:00:00 +0000 UTC,277.09,275.15,278.15,1022,65,5,250,90,overcast clouds
2018-01-24 06:00:00 +0000 UTC,276.44,275.15,277.15,1022,64,5,280,90,overcast clouds
2018-01-24 07:00:00 +0000 UTC,276.44,275.15,277.15,1023,64,3,240,90,overcast clouds
2018-01-24 08:00:00 +0000 UTC,276.44,275.15,277.15,1023,64,3,270,90,overcast clouds
2018-01-24 09:00:00 +0000 UTC,276.09,274.15,277.15,1023,64,2,270,90,overcast clouds
2018-01-24 10:00:00 +0000 UTC,275.42,273.15,277.15,1023,69,1,290,90,overcast clouds
2018-01-24 11:00:00 +0000 UTC,275.09,273.15,276.15,1023,69,4,280,90,overcast clouds
2018-01-24 12:00:00 +0000 UTC,274.09,272.15,275.15,1024,69,3,300,90,overcast clouds
2018-01-24 13:00:00 +0000 UTC,274.09,272.15,275.15,1024,74,1,310,90,overcast clouds
2018-01-24 14:00:00 +0000 UTC,274.09,272.15,275.15,1025,69,2,350,90,overcast clouds
2018-01-24 15:00:00 +0000 UTC,275.09,273.15,276.15,1025,64,1,270,90,overcast clouds
2018-01-24 16:00:00 +0000 UTC,275.09,273.15,276.15,1025,69,3,250,90,overcast clouds
2018-01-24 17:00:00 +0000 UTC,276.09,274.15,277.15,1025,64,3,240,90,overcast clouds
2018-01-24 18:00:00 +0000 UTC,276.8,276.15,277.15,1024,60,4,290,75,broken clouds
2018-01-24 19:00:00 +0000 UTC,278.8,278.15,279.15,1024,52,4,270,40,scattered clouds
2018-01-24 20:00:00 +0000 UTC,279.8,279.15,280.15,1024,45,6,240,20,few clouds
2018-01-24 21:00:00 +0000 UTC,280.12,279.15,281.15,1024,45,3,0,20,few clouds
2018-01-24 22:00:00 +0000 UTC,280.12,279.15,281.15,1025,45,3,250,20,few clouds
2018-01-24 23:00:00 +0000 UTC,279.13,278.15,281.15,1025,56,3,230,20,few clouds
2018-01-25 00:00:00 +0000 UTC,278.46,277.15,281.15,1026,60,2,220,40,scattered clouds
2018-01-25 01:00:00 +0000 UTC,277.13,276.15,279.15,1026,64,3,260,40,scattered clouds
2018-01-25 02:00:00 +0000 UTC,276.44,275.15,277.15,1027,60,4,260,20,few clouds
2018-01-25 03:00:00 +0000 UTC,276.77,275.15,278.15,1028,60,4,250,20,few clouds
2018-01-25 04:00:00 +0000 UTC,275.44,274.15,276.15,1028,64,4,260,1,sky is clear
2018-01-25 05:00:00 +0000 UTC,275.12,274.15,276.15,1029,69,3,260,1,sky is clear
2018-01-25 06:00:00 +0000 UTC,274.8,274.15,275.15,1029,64,2,270,1,sky is clear
2018-01-25 07:00:00 +0000 UTC,273.46,272.15,275.15,1030,64,2,270,1,sky is clear
2018-01-25 08:00:00 +0000 UTC,271.5,271.15,272.15,1030,86,2,60,1,sky is clear
2018-01-25 09:00:00 +0000 UTC,271.5,271.15,272.15,1030,86,1,80,1,sky is clear
2018-01-25 10:00:00 +0000 UTC,270.82,270.15,271.15,1031,79,1,324,1,sky is clear
2018-01-25 11:00:00 +0000 UTC,270.86,270.15,272.15,1031,92,1,12,1,sky is clear
2018-01-25 12:00:00 +0000 UTC,270.18,269.15,271.15,1033,92,1,12,1,sky is clear
2018-01-25 13:00:00 +0000 UTC,270.18,269.15,271.15,1033,92,2,50,1,sky is clear
2018-01-25 14:00:00 +0000 UTC,271.5,271.15,272.15,1034,92,1,73,1,sky is clear
2018-01-25 15:00:00 +0000 UTC,274.8,274.15,275.15,1034,74,1,73,1,sky is clear
2018-01-25 16:00:00 +0000 UTC,277.44,276.15,278.15,1034,56,2,60,1,sky is clear
2018-01-25 17:00:00 +0000 UTC,278.76,277.15,280.15,1034,52,1,0,1,sky is clear
2018-01-25 18:00:00 +0000 UTC,280.8,280.15,281.15,1033,45,1,0,1,sky is clear
2018-01-25 19:00:00 +0000 UTC,282.12,281.15,283.15,1033,39,2,350,1,sky is clear
2018-01-25 20:00:00 +0000 UTC,282.76,281.15,284.15,1032,34,2,90,1,sky is clear
2018-01-25 21:00:00 +0000 UTC,283.44,282.15,284.15,1031,29,2,10,1,sky is clear
2018-01-25 22:00:00 +0000 UTC,283.08,281.15,284.15,1032,29,1,20,1,sky is clear
2018-01-25 23:00:00 +0000 UTC,281.11,280.15,282.15,1032,34,1,340,1,sky is clear
2018-01-26 00:00:00 +0000 UTC,279.47,279.15,280.15,1032,39,0,52,1,sky is clear
2018-01-26 01:00:00 +0000 UTC,278.17,276.15,279.15,1033,41,0,52,1,sky is clear
2018-01-26 02:00:00 +0000 UTC,275.79,275.15,277.15,1033,48,1,79,1,sky is clear
2018-01-26 03:00:00 +0000 UTC,274.86,274.15,276.15,1033,64,1,80,1,sky is clear
2018-01-26 04:00:00 +0000 UTC,275.19,272.15,277.15,1033,55,1,79,1,sky is clear
2018-01-26 05:00:00 +0000 UTC,274.2,272.15,276.15,1033,59,1,164,1,sky is clear
2018-01-26 06:00:00 +0000 UTC,272.53,271.15,274.15,1033,68,1,164,1,sky is clear
2018-01-26 07:00:00 +0000 UTC,272.53,271.15,274.15,1033,68,1,164,1,sky is clear
2018-01-26 08:00:00 +0000 UTC,272.24,270.15,275.15,1033,79,2,210,1,sky is clear
2018-01-26 09:00:00 +0000 UTC,271.92,270.15,275.15,1033,79,2,210,1,sky is clear
2018-01-26 10:00:00 +0000 UTC,271.57,270.15,274.15,1033,79,2,40,1,sky is clear
2018-01-26 11:00:00 +0000 UTC,272.27,270.15,276.15,1034,79,1,90,1,sky is clear
2018-01-26 12:00:00 +0000 UTC,272.24,270.15,275.15,1035,74,1,20,1,sky is clear
2018-01-26 13:00:00 +0000 UTC,271.92,270.15,275.15,1035,79,0,71,40,scattered clouds
2018-01-26 14:00:00 +0000 UTC,273.24,271.15,276.15,1036,80,1,330,90,overcast clouds
2018-01-26 15:00:00 +0000 UTC,275.21,274.15,277.15,1036,69,1,56,90,overcast clouds
2018-01-26 16:00:00 +0000 UTC,277.86,277.15,279.15,1037,60,1,56,90,overcast clouds
2018-01-26 17:00:00 +0000 UTC,281.19,280.15,282.15,1036,48,1,232,90,overcast clouds
2018-01-26 18:00:00 +0000 UTC,281.8,281.15,282.15,1035,36,1,232,75,broken clouds
2018-01-26 19:00:00 +0000 UTC,283.48,283.15,284.15,1033,37,1,232,40,scattered clouds
2018-01-26 20:00:00 +0000 UTC,284.77,283.15,286.15,1032,32,1,0,40,scattered clouds
2018-01-26 21:00:00 +0000 UTC,285.45,284.15,287.15,1031,34,2,209,75,broken clouds
2018-01-26 22:00:00 +0000 UTC,284.77,283.15,286.15,1031,34,1,70,75,broken clouds
2018-01-26 23:00:00 +0000 UTC,283.44,282.15,284.15,1031,37,1,80,40,scattered clouds
2018-01-27 00:00:00 +0000 UTC,281.5,280.15,282.15,1031,42,3,197,75,broken clouds
2018-01-27 01:00:00 +0000 UTC,279.85,278.15,281.15,1031,48,3,197,75,broken clouds
2018-01-27 02:00:00 +0000 UTC,278.84,276.15,280.15,1031,48,3,208,40,scattered clouds
2018-01-27 03:00:00 +0000 UTC,277.88,276.15,280.15,1031,55,3,208,20,few clouds
2018-01-27 04:00:00 +0000 UTC,277.59,275.15,281.15,1031,64,3,208,20,few clouds
2018-01-27 05:00:00 +0000 UTC,278.57,277.15,281.15,1031,60,1,290,75,broken clouds
2018-01-27 06:00:00 +0000 UTC,278.26,275.15,281.15,1030,74,1,60,75,broken clouds
2018-01-27 07:00:00 +0000 UTC,278.57,276.15,281.15,1030,69,1,40,75,broken clouds
2018-01-27 08:00:00 +0000 UTC,279.23,276.15,281.15,1030,74,2,50,75,broken clouds
2018-01-27 09:00:00 +0000 UTC,279.23,276.15,281.15,1030,74,1,60,75,broken clouds
2018-01-27 10:00:00 +0000 UTC,279.9,277.15,282.15,1030,69,1,30,75,broken clouds
2018-01-27 11:00:00 +0000 UTC,279.56,276.15,281.15,1030,74,1,50,75,broken clouds
2018-01-27 12:00:00 +0000 UTC,279.87,277.15,281.15,1030,69,2,340,75,broken clouds
2018-01-27 13:00:00 +0000 UTC,280.55,278.15,282.15,1030,60,2,20,90,overcast clouds
2018-01-27 14:00:00 +0000 UTC,281.55,279.15,283.15,1030,60,2,40,90,overcast clouds
2018-01-27 15:00:00 +0000 UTC,282.84,281.15,284.15,1030,52,3,214,75,broken clouds
2018-01-27 16:00:00 +0000 UTC,284.12,283.15,285.15,1030,43,3,214,90,overcast clouds
2018-01-27 17:00:00 +0000 UTC,284.48,284.15,285.15,1029,50,2,50,90,overcast clouds
2018-01-27 18:00:00 +0000 UTC,284.48,284.15,285.15,1027,50,1,340,90,overcast clouds
2018-01-27 19:00:00 +0000 UTC,285.48,285.15,286.15,1026,50,4,208,90,light rain
2018-01-27 20:00:00 +0000 UTC,285.8,285.15,286.15,1025,54,3,225,90,overcast clouds
2018-01-27 21:00:00 +0000 UTC,286.11,285.15,287.15,1025,58,3,225,90,overcast clouds
2018-01-27 22:00:00 +0000 UTC,286.43,285.15,288.15,1026,62,7,200,90,overcast clouds
2018-01-27 23:00:00 +0000 UTC,285.43,284.15,287.15,1026,67,5,220,90,haze
2018-01-28 00:00:00 +0000 UTC,284.76,283.15,286.15,1026,76,1,170,90,overcast clouds
2018-01-28 01:00:00 +0000 UTC,284.86,283.15,286.15,1027,81,1,270,90,overcast clouds
2018-01-28 02:00:00 +0000 UTC,284.12,283.15,285.15,1026,81,2,260,90,mist
2018-01-28 03:00:00 +0000 UTC,284.12,283.15,285.15,1025,81,3,290,90,light rain
2018-01-28 03:00:00 +0000 UTC,284.12,283.15,285.15,1025,81,3,290,90,mist
2018-01-28 04:00:00 +0000 UTC,284.12,283.15,285.15,1025,81,3,310,90,mist
2018-01-28 05:00:00 +0000 UTC,283.83,283.15,284.15,1025,93,1,90,90,light rain
2018-01-28 05:00:00 +0000 UTC,283.83,283.15,284.15,1025,93,1,90,90,mist
2018-01-28 06:00:00 +0000 UTC,283.83,283.15,284.15,1025,93,2,202,90,light rain
2018-01-28 06:00:00 +0000 UTC,283.83,283.15,284.15,1025,93,2,202,90,mist
2018-01-28 07:00:00 +0000 UTC,283.83,283.15,284.15,1024,93,2,202,90,light rain
2018-01-28 07:00:00 +0000 UTC,283.83,283.15,284.15,1024,93,2,202,90,mist
2018-01-28 08:00:00 +0000 UTC,283.51,282.15,284.15,1024,100,2,220,90,light rain
2018-01-28 08:00:00 +0000 UTC,283.51,282.15,284.15,1024,100,2,220,90,mist
2018-01-28 09:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,2,220,90,light rain
2018-01-28 09:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,2,220,90,mist
2018-01-28 10:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,20,90,light rain
2018-01-28 10:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,20,90,mist
2018-01-28 11:00:00 +0000 UTC,283.16,282.15,284.15,1023,100,1,217,90,moderate rain
2018-01-28 11:00:00 +0000 UTC,283.16,282.15,284.15,1023,100,1,217,90,fog
2018-01-28 11:00:00 +0000 UTC,283.16,282.15,284.15,1023,100,1,217,90,mist
2018-01-28 12:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,217,90,light rain
2018-01-28 12:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,217,90,fog
2018-01-28 12:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,217,90,mist
2018-01-28 13:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,80,90,light rain
2018-01-28 13:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,80,90,mist
2018-01-28 14:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,340,90,light rain
2018-01-28 14:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,1,340,90,mist
2018-01-28 15:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,2,20,90,light rain
2018-01-28 15:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,2,20,90,mist
2018-01-28 15:00:00 +0000 UTC,283.16,282.15,284.15,1024,100,2,20,90,fog
2018-01-28 16:00:00 +0000 UTC,283.48,283.15,284.15,1024,100,1,254,90,light rain
2018-01-28 16:00:00 +0000 UTC,283.48,283.15,284.15,1024,100,1,254,90,mist
2018-01-28 16:00:00 +0000 UTC,283.48,283.15,284.15,1024,100,1,254,90,fog
2018-01-28 17:00:00 +0000 UTC,284.15,284.15,284.15,1023,100,2,90,90,moderate rain
2018-01-28 17:00:00 +0000 UTC,284.15,284.15,284.15,1023,100,2,90,90,mist
2018-01-28 18:00:00 +0000 UTC,284.15,284.15,284.15,1022,100,2,80,90,light rain
2018-01-28 18:00:00 +0000 UTC,284.15,284.15,284.15,1022,100,2,80,90,mist
2018-01-28 19:00:00 +0000 UTC,284.15,284.15,284.15,1022,100,1,360,90,moderate rain
2018-01-28 19:00:00 +0000 UTC,284.15,284.15,284.15,1022,100,1,360,90,mist
2018-01-28 20:00:00 +0000 UTC,284.15,284.15,284.15,1021,100,1,50,90,moderate rain
2018-01-28 20:00:00 +0000 UTC,284.15,284.15,284.15,1021,100,1,50,90,mist
2018-01-28 21:00:00 +0000 UTC,284.12,283.15,285.15,1020,100,3,360,90,light rain
2018-01-28 21:00:00 +0000 UTC,284.12,283.15,285.15,1020,100,3,360,90,mist
2018-01-28 22:00:00 +0000 UTC,283.77,282.15,285.15,1020,100,3,10,90,mist
2018-01-28 23:00:00 +0000 UTC,283.44,282.15,284.15,1021,100,4,350,90,mist
2018-01-29 00:00:00 +0000 UTC,282.76,281.15,284.15,1021,100,5,350,90,overcast clouds
2018-01-29 01:00:00 +0000 UTC,282.44,281.15,283.15,1021,93,4,360,90,mist
2018-01-29 02:00:00 +0000 UTC,281.8,281.15,282.15,1022,100,4,360,90,light rain
2018-01-29 03:00:00 +0000 UTC,281.44,280.15,282.15,1022,93,5,360,90,overcast clouds
2018-01-29 04:00:00 +0000 UTC,281.09,279.15,282.15,1021,93,5,360,90,overcast clouds
2018-01-29 05:00:00 +0000 UTC,280.42,278.15,282.15,1021,100,2,350,90,overcast clouds
2018-01-29 06:00:00 +0000 UTC,280.09,278.15,281.15,1021,93,3,350,90,overcast clouds
2018-01-29 07:00:00 +0000 UTC,279.41,277.15,281.15,1020,87,2,10,90,overcast clouds
2018-01-29 08:00:00 +0000 UTC,278.73,276.15,280.15,1020,87,2,350,90,overcast clouds
2018-01-29 09:00:00 +0000 UTC,277.73,275.15,280.15,1020,81,4,350,90,light rain
2018-01-29 10:00:00 +0000 UTC,277.07,275.15,280.15,1020,75,2,350,90,overcast clouds
2018-01-29 11:00:00 +0000 UTC,275.74,274.15,279.15,1020,75,3,360,90,overcast clouds
2018-01-29 12:00:00 +0000 UTC,275.11,274.15,277.15,1021,80,3,359,40,scattered clouds
2018-01-29 13:00:00 +0000 UTC,275.14,274.15,276.15,1022,82,2,10,20,few clouds
2018-01-29 14:00:00 +0000 UTC,277.43,276.15,279.15,1023,70,2,359,20,few clouds
2018-01-29 15:00:00 +0000 UTC,279.45,278.15,281.15,1023,70,2,100,20,few clouds
2018-01-29 16:00:00 +0000 UTC,281.45,280.15,283.15,1023,77,2,10,20,few clouds
2018-01-29 17:00:00 +0000 UTC,282.73,281.15,284.15,1022,46,2,60,20,few clouds
2018-01-29 18:00:00 +0000 UTC,283.18,282.15,284.15,1021,42,3,0,1,sky is clear
2018-01-29 19:00:00 +0000 UTC,284.18,283.15,285.15,1020,34,4,350,1,sky is clear
2018-01-29 20:00:00 +0000 UTC,284.86,283.15,286.15,1020,37,4,330,1,sky is clear
2018-01-29 21:00:00 +0000 UTC,284.86,283.15,286.15,1019,34,3,0,1,sky is clear
2018-01-29 22:00:00 +0000 UTC,283.86,282.15,285.15,1020,39,3,340,20,few clouds
2018-01-29 23:00:00 +0000 UTC,283.04,281.15,284.15,1019,34,3,320,75,broken clouds
2018-01-30 00:00:00 +0000 UTC,282.56,279.15,284.15,1021,60,4,330,90,overcast clouds
2018-01-30 01:00:00 +0000 UTC,279.6,274.15,282.15,1023,77,5,340,90,mist
2018-01-30 02:00:00 +0000 UTC,277.59,272.15,281.15,1024,92,4,10,90,mist
2018-01-30 03:00:00 +0000 UTC,274.72,272.15,276.15,1024,69,6,310,90,overcast clouds
2018-01-30 04:00:00 +0000 UTC,274.12,272.15,275.15,1025,74,4,350,90,overcast clouds
2018-01-30 05:00:00 +0000 UTC,273.49,271.15,275.15,1027,59,3,10,90,overcast clouds
2018-01-30 06:00:00 +0000 UTC,273.2,271.15,274.15,1026,74,4,360,90,overcast clouds
2018-01-30 07:00:00 +0000 UTC,273.2,271.15,274.15,1026,74,5,340,90,overcast clouds
2018-01-30 08:00:00 +0000 UTC,272.86,271.15,274.15,1026,74,3,340,90,overcast clouds
2018-01-30 09:00:00 +0000 UTC,272.19,270.15,273.15,1027,73,4,10,90,light snow
2018-01-30 10:00:00 +0000 UTC,271.86,270.15,273.15,1027,73,4,350,90,light snow
2018-01-30 11:00:00 +0000 UTC,271.86,270.15,273.15,1026,68,3,350,90,overcast clouds
2018-01-30 12:00:00 +0000 UTC,271.2,269.15,272.15,1027,68,4,20,90,overcast clouds
2018-01-30 13:00:00 +0000 UTC,270.83,269.15,272.15,1028,74,4,10,90,light snow
2018-01-30 14:00:00 +0000 UTC,271.17,269.15,272.15,1029,63,4,10,90,overcast clouds
2018-01-30 15:00:00 +0000 UTC,271.51,270.15,272.15,1029,63,5,10,75,broken clouds
2018-01-30 16:00:00 +0000 UTC,271.51,270.15,272.15,1029,63,3,0,20,few clouds
2018-01-30 17:00:00 +0000 UTC,272.51,271.15,273.15,1030,54,5,10,1,sky is clear
2018-01-30 18:00:00 +0000 UTC,273.51,272.15,274.15,1029,54,3,0,1,sky is clear
2018-01-30 19:00:00 +0000 UTC,274.18,273.15,275.15,1028,63,3,0,1,sky is clear
2018-01-30 20:00:00 +0000 UTC,275.18,274.15,276.15,1027,40,2,0,1,sky is clear
2018-01-30 21:00:00 +0000 UTC,276.18,275.15,277.15,1027,37,3,0,1,sky is clear
2018-01-30 22:00:00 +0000 UTC,276.53,275.15,278.15,1027,40,4,10,1,sky is clear
2018-01-30 23:00:00 +0000 UTC,275.86,274.15,277.15,1027,43,1,320,1,sky is clear
2018-01-31 00:00:00 +0000 UTC,274.48,273.15,276.15,1028,50,1,40,75,broken clouds
2018-01-31 01:00:00 +0000 UTC,273.51,272.15,274.15,1027,50,2,320,1,sky is clear
2018-01-31 02:00:00 +0000 UTC,272.85,271.15,274.15,1027,58,1,52,1,sky is clear
2018-01-31 03:00:00 +0000 UTC,271.17,270.15,272.15,1026,58,1,52,1,sky is clear
2018-01-31 04:00:00 +0000 UTC,270.83,270.15,271.15,1025,58,1,110,1,sky is clear
2018-01-31 05:00:00 +0000 UTC,269.51,268.15,270.15,1025,79,1,84,1,sky is clear
2018-01-31 06:00:00 +0000 UTC,269.8,269.15,270.15,1025,58,1,130,1,sky is clear
2018-01-31 07:00:00 +0000 UTC,269.8,269.15,270.15,1026,63,1,84,1,sky is clear
2018-01-31 09:00:00 +0000 UTC,268.69,268.15,269.15,1026,73,1,280,1,sky is clear
2018-01-31 10:00:00 +0000 UTC,268.83,268.15,269.15,1025,73,1,193,1,sky is clear
2018-01-31 11:00:00 +0000 UTC,268.82,268.15,269.15,1025,68,2,168,1,sky is clear
2018-01-31 12:00:00 +0000 UTC,268.8,268.15,269.15,1024,68,2,150,1,sky is clear
2018-01-31 13:00:00 +0000 UTC,267.83,267.15,268.15,1025,79,2,168,1,sky is clear
2018-01-31 14:00:00 +0000 UTC,268.79,268.15,270.15,1025,63,1,210,1,sky is clear
2018-01-31 15:00:00 +0000 UTC,270.47,270.15,271.15,1025,58,3,0,1,sky is clear
2018-01-31 16:00:00 +0000 UTC,273.82,273.15,274.15,1024,47,4,220,1,sky is clear
2018-01-31 17:00:00 +0000 UTC,276.13,275.15,277.15,1023,38,5,230,1,sky is clear
2018-01-31 18:00:00 +0000 UTC,277.79,277.15,279.15,1022,35,6,200,1,sky is clear
2018-01-31 19:00:00 +0000 UTC,280.17,279.15,281.15,1020,33,5,200,1,sky is clear
2018-01-31 20:00:00 +0000 UTC,282.84,281.15,285.15,1019,31,3,230,1,sky is clear
2018-01-31 21:00:00 +0000 UTC,284.2,282.15,285.15,1018,26,5,220,1,sky is clear
2018-01-31 22:00:00 +0000 UTC,285.18,283.15,287.15,1018,27,5,210,1,sky is clear
2018-01-31 23:00:00 +0000 UTC,284.53,282.15,286.15,1018,29,3,210,1,sky is clear
2018-02-01 00:00:00 +0000 UTC,282.88,280.15,284.15,1018,33,3,200,1,sky is clear
2018-02-01 01:00:00 +0000 UTC,281.83,281.15,282.15,1018,28,5,210,1,sky is clear
2018-02-01 02:00:00 +0000 UTC,280.16,279.15,281.15,1017,30,7,210,1,sky is clear
2018-02-01 03:00:00 +0000 UTC,279.48,278.15,280.15,1017,30,6,230,1,sky is clear
2018-02-01 04:00:00 +0000 UTC,278.77,277.15,280.15,1018,33,8,210,1,sky is clear
2018-02-01 05:00:00 +0000 UTC,277.44,276.15,279.15,1018,35,6,230,1,sky is clear
2018-02-01 06:00:00 +0000 UTC,279.16,278.15,280.15,1018,35,5,220,40,scattered clouds
2018-02-01 07:00:00 +0000 UTC,278.47,277.15,280.15,1019,38,5,230,1,sky is clear
2018-02-01 08:00:00 +0000 UTC,277.43,274.15,280.15,1019,41,3,230,90,overcast clouds
2018-02-01 09:00:00 +0000 UTC,278.11,275.15,281.15,1019,41,3,210,90,overcast clouds
2018-02-01 10:00:00 +0000 UTC,278.46,276.15,281.15,1018,41,3,220,90,overcast clouds
2018-02-01 11:00:00 +0000 UTC,278.81,276.15,283.15,1018,44,4,220,90,overcast clouds
2018-02-01 12:00:00 +0000 UTC,279.13,276.15,283.15,1018,44,3,230,90,overcast clouds
2018-02-01 13:00:00 +0000 UTC,279.14,277.15,282.15,1018,52,3,220,90,overcast clouds
2018-02-01 14:00:00 +0000 UTC,280.2,279.15,282.15,1019,52,4,220,90,overcast clouds
2018-02-01 15:00:00 +0000 UTC,280.82,279.15,282.15,1019,49,4,220,90,overcast clouds
2018-02-01 16:00:00 +0000 UTC,282.02,280.15,285.15,1018,71,10,220,90,overcast clouds
2018-02-01 17:00:00 +0000 UTC,282.68,280.15,286.15,1019,57,5,225,90,haze
2018-02-01 18:00:00 +0000 UTC,281.86,279.15,285.15,1017,87,2,240,90,mist
2018-02-01 19:00:00 +0000 UTC,281.85,279.15,285.15,1016,93,2,240,90,light rain
